Time yearly_transpiration_mm yearly_evaporation_mm yearly_Psi_LSymMin yearly_Psi_LSymMax yearly_Psi_LApoMin yearly_Psi_LApoMax yearly_Psi_SSymMin yearly_Psi_SSymMax yearly_Psi_SApoMin yearly_Psi_SApoMax yearly_PLC_Leaf_max yearly_PLC_Stem_max yearly_LFMC_min yearly_FMCCanopy_min yearly_dayOfDeath yearly_dayOfStomatalClosure yearly_nbDayLFMC_67 yearly_nbDayLFMC_57 yearly_nbDayLFMC_43 
2070 301.5585 32.54649 -4.599289 0 -4.564066 0 -4.617221 0 -4.546455 0 0 0 58.42779 58.42779 NA 201 53 0 0 
2071 301.4669 31.82275 -3.577315 0 -3.441553 0 -3.445147 0 -3.377457 0 0 0 65.52024 65.52024 NA 206 2 0 0 
2072 314.1902 31.93519 -3.47829 0 -3.388304 0 -3.386806 0 -3.343311 0 0 0 66.42895 66.42895 NA 198 1 0 0 
2073 323.4014 29.11924 -3.162721 0 -3.009412 0 -3.008407 0 -2.943248 0 0 0 68.94765 68.94765 NA 134 0 0 0 
2074 361.5973 34.92397 -2.616347 0 -2.046486 0 -1.945462 0 -1.805257 0 0 0 70.19213 70.19213 NA NA 0 0 0 
2075 305.9621 31.97599 -5.099818 0 -5.056838 0 -5.110833 0 -5.042198 0 0 0 55.99117 55.99117 NA 200 23 4 0 
2076 321.3359 31.29921 -3.765821 0 -3.607193 0 -3.623221 0 -3.578696 0 0 0 63.92247 63.92247 NA 221 13 0 0 
2077 292.928 30.94133 -5.724119 0 -5.693286 0 -5.76836 0 -5.680575 0 0 0 53.54923 53.54923 NA 193 51 11 0 
2078 297.0866 29.93136 -4.019814 0 -3.996141 0 -4.018303 0 -3.984305 0 0 0 62.00663 62.00663 NA 219 34 0 0 
2079 306.5796 31.56335 -4.53976 0 -4.514993 0 -4.553211 0 -4.50261 0 0 0 58.75334 58.75334 NA 204 41 0 0 
2080 254.1256 27.91209 -4.463447 0 -4.381296 0 -4.413946 0 -4.342231 0 0 0 59.18337 59.18337 NA 188 24 0 0 
2081 212.3811 33.89815 -6.843471 0 -6.741198 0 -6.798724 0 -6.697639 0 60.11897 58.83545 30.09175 20.899 NA 168 181 155 13 
2082 236.8904 27.30743 -4.583089 0 -4.571387 0 -4.594794 0 -4.566042 0 0 0 58.51555 58.51555 NA 176 103 0 0 
2083 284.8421 30.47503 -4.25632 0 -4.124484 0 -4.142493 0 -4.065858 0 0 0 60.42827 60.42827 NA 195 29 0 0 
2084 178.1013 32.61088 -7.773074 0 -7.657565 0 -7.515981 0 -7.393388 0 81.89913 76.71104 20.77404 9.877402 NA 164 193 177 71 
2085 252.2655 29.522 -4.508717 0 -4.472765 0 -4.52256 0 -4.454789 0 0 0 58.92651 58.92651 NA 185 54 0 0 
2086 267.3437 28.54552 -5.930989 0 -5.916442 0 -5.945973 0 -5.909422 0 0 0 52.85346 52.85346 NA 209 57 26 0 
2087 285.2073 30.7904 -5.196999 0 -5.180186 0 -5.218309 0 -5.173376 0 0 0 55.5725 55.5725 NA 186 43 7 0 
2088 273.0198 31.25362 -5.932882 0 -5.920054 0 -5.951142 0 -5.913639 0 0 0 52.84732 52.84732 NA 195 69 36 0 
2089 298.8335 31.87444 -5.719591 0 -5.69862 0 -5.756724 0 -5.690685 0 0 0 53.56503 53.56503 NA 189 68 21 0 
2090 241.6682 25.79599 -4.894287 0 -4.856643 0 -4.923159 0 -4.837821 0 0 0 56.93141 56.93141 NA 162 71 1 0 
2091 268.3779 29.27799 -5.270142 0 -5.232626 0 -5.304617 0 -5.21476 0 0 0 55.26757 55.26757 NA 187 39 6 0 
2092 278.1789 30.64986 -5.192761 0 -5.088531 0 -5.167276 0 -5.039604 0 0 0 55.59043 55.59043 NA 192 58 13 0 
2093 246.9707 28.97343 -4.778087 0 -4.727892 0 -4.798985 0 -4.719323 0 0 0 57.49878 57.49878 NA 176 81 0 0 
2094 256.8594 27.49579 -4.835352 0 -4.815514 0 -4.856609 0 -4.80656 0 0 0 57.21576 57.21576 NA 196 50 0 0 
2095 304.0003 30.79915 -4.647702 0 -4.610483 0 -4.662491 0 -4.591873 0 0 0 58.16919 58.16919 NA 214 32 0 0 
2096 398.1554 36.06145 -3.121079 0 -2.937272 0 -2.984906 0 -2.845369 0 0 0 69.04188 69.04188 NA 225 0 0 0 
2097 284.8126 28.91174 -4.596658 0 -4.363586 0 -4.409881 0 -4.344212 0 0 0 58.442 58.442 NA 194 35 0 0 
2098 318.3793 31.04377 -3.882412 0 -3.817943 0 -3.844111 0 -3.793746 0 0 0 63.01192 63.01192 NA 215 17 0 0 
2099 250.8034 28.63379 -5.102966 0 -5.076574 0 -5.118181 0 -5.063378 0 0 0 55.97736 55.97736 NA 187 88 12 0 
2100 318.8797 30.92062 -4.654369 0 -4.614161 0 -4.678613 0 -4.594057 0 0 0 58.13399 58.13399 NA 213 29 0 0 
