Time yearly_transpiration_mm yearly_evaporation_mm yearly_Psi_LSymMin yearly_Psi_LSymMax yearly_Psi_LApoMin yearly_Psi_LApoMax yearly_Psi_SSymMin yearly_Psi_SSymMax yearly_Psi_SApoMin yearly_Psi_SApoMax yearly_PLC_Leaf_max yearly_PLC_Stem_max yearly_LFMC_min yearly_FMCCanopy_min yearly_dayOfDeath yearly_dayOfStomatalClosure yearly_nbDayLFMC_67 yearly_nbDayLFMC_57 yearly_nbDayLFMC_43 
2086 250.2835 25.8975 -3.970396 0 -3.922931 0 -3.937945 0 -3.899198 0 0 0 62.36018 62.36018 NA 194 53 0 0 
2087 363.0609 33.45723 -2.533843 0 -2.041758 0 -1.896346 0 -1.813136 0 0 0 70.38154 70.38154 NA NA 0 0 0 
2088 309.7147 29.36242 -3.643856 0 -3.621977 0 -3.62561 0 -3.611038 0 0 0 64.93736 64.93736 NA 261 23 0 0 
2089 332.7177 32.5449 -3.057774 0 -2.851029 0 -2.851093 0 -2.750491 0 0 0 69.18534 69.18534 NA 215 0 0 0 
2090 236.4495 27.46647 -6.702484 0 -6.67474 0 -6.755356 0 -6.663888 0 0 0 50.63744 50.63744 NA 178 72 23 0 
2091 328.6528 31.32272 -3.323735 0 -3.209468 0 -3.183529 0 -3.163707 0 0 0 67.95545 67.95545 NA 221 0 0 0 
2092 315.4445 31.53264 -5.285793 0 -5.24746 0 -5.324364 0 -5.23197 0 0 0 55.20341 55.20341 NA 192 31 8 0 
2093 283.718 28.09611 -3.951756 0 -3.906607 0 -3.915495 0 -3.884032 0 0 0 62.49583 62.49583 NA 186 22 0 0 
2094 274.0507 28.3172 -4.174586 0 -4.152937 0 -4.174119 0 -4.142113 0 0 0 60.95351 60.95351 NA 214 31 0 0 
2095 277.7761 27.54393 -5.268814 0 -5.238503 0 -5.29236 0 -5.223347 0 0 0 55.27302 55.27302 NA 186 32 9 0 
2096 260.11 27.7973 -5.087083 0 -5.05267 0 -5.11939 0 -5.036027 0 0 0 56.04722 56.04722 NA 216 69 4 0 
2097 345.2679 34.83967 -3.538924 0 -3.439692 0 -3.435584 0 -3.390075 0 0 0 65.8665 65.8665 NA 239 2 0 0 
2098 358.8452 33.60775 -2.829976 0 -2.620128 0 -2.582494 0 -2.518472 0 0 0 69.70349 69.70349 NA NA 0 0 0 
2099 283.572 28.53906 -4.923241 0 -4.903561 0 -4.942426 0 -4.894119 0 0 0 56.7942 56.7942 NA 209 45 2 0 
2100 0 0 0 0 0 0 0 0 0 0 0 0 500 500 NA NA 0 0 0 
